close_yf,Date
24599.75,2024-12-23
24572.5,2024-12-24
24611.349609375,2024-12-26
24632.0,2024-12-27
24500.75,2024-12-30
24495.55078125,2024-12-31
25028.80078125,2025-01-02
24879.849609375,2025-01-03
24404.599609375,2025-01-06
24478.099609375,2025-01-07
24426.0,2025-01-08
24232.30078125,2025-01-09
24064.75,2025-01-10
23586.80078125,2025-01-13
23770.599609375,2025-01-14
23839.25,2025-01-15
23984.55078125,2025-01-16
23926.0,2025-01-17
24048.80078125,2025-01-20
23664.75,2025-01-21
23738.400390625,2025-01-22
23823.25,2025-01-23
23660.19921875,2025-01-24
23319.94921875,2025-01-27
23440.05078125,2025-01-28
23696.25,2025-01-29
23772.5,2025-01-30
24053.44921875,2025-01-31
23896.150390625,2025-02-03
24279.650390625,2025-02-04
24271.349609375,2025-02-05
24161.0,2025-02-06
24125.5,2025-02-07
23897.0,2025-02-10
23530.80078125,2025-02-11
23508.349609375,2025-02-12
23504.849609375,2025-02-13
23325.150390625,2025-02-14
23343.150390625,2025-02-17
23331.400390625,2025-02-18
23368.55078125,2025-02-19
23411.400390625,2025-02-20
23274.05078125,2025-02-21
23021.69921875,2025-02-24
22987.150390625,2025-02-25
22948.30078125,2025-02-27
22479.44921875,2025-02-28
22514.19921875,2025-03-03
22504.900390625,2025-03-04
22818.80078125,2025-03-05
23038.80078125,2025-03-06
23027.69921875,2025-03-07
22890.75,2025-03-10
22942.69921875,2025-03-11
22919.900390625,2025-03-12
22837.849609375,2025-03-13
22960.80078125,2025-03-17
23340.400390625,2025-03-18
23468.349609375,2025-03-19
23730.69921875,2025-03-20
23902.099609375,2025-03-21
24214.19921875,2025-03-24
24159.900390625,2025-03-25
23990.400390625,2025-03-26
24145.05078125,2025-03-27
24057.349609375,2025-03-28
23713.80078125,2025-04-01
23901.849609375,2025-04-02
23833.30078125,2025-04-03
23433.25,2025-04-04
22677.900390625,2025-04-07
23077.650390625,2025-04-08
22952.44921875,2025-04-09
23369.25,2025-04-11
23917.400390625,2025-04-15
24037.25,2025-04-16
24418.349609375,2025-04-17
24725.80078125,2025-04-21
24770.44921875,2025-04-22
24937.0,2025-04-23
24860.900390625,2025-04-24
24581.30078125,2025-04-25
24874.0,2025-04-28
24870.400390625,2025-04-29
24843.80078125,2025-04-30
24849.19921875,2025-05-02
25010.19921875,2025-05-05
24837.44921875,2025-05-06
24887.19921875,2025-05-07
24678.0,2025-05-08
24437.55078125,2025-05-09
25381.400390625,2025-05-12
25087.099609375,2025-05-13
25193.30078125,2025-05-14
25573.05078125,2025-05-15
25593.099609375,2025-05-16
25551.5,2025-05-19
25248.650390625,2025-05-20
25409.099609375,2025-05-21
25221.900390625,2025-05-22
25453.0,2025-05-23
25596.5,2025-05-26
25436.349609375,2025-05-27
25361.099609375,2025-05-28
25436.30078125,2025-05-29
25344.25,2025-05-30
25333.650390625,2025-06-02
25162.05078125,2025-06-03
25240.650390625,2025-06-04
25369.75,2025-06-05
25638.80078125,2025-06-06
25779.44921875,2025-06-09
25785.5,2025-06-10
25807.099609375,2025-06-11
25511.55078125,2025-06-12
25331.349609375,2025-06-13
25556.75,2025-06-16
25446.69921875,2025-06-17
25398.05078125,2025-06-18
25320.44921875,2025-06-19
25648.80078125,2025-06-20
25532.94921875,2025-06-23
25631.599609375,2025-06-24
25822.349609375,2025-06-25
26121.099609375,2025-06-26
26223.599609375,2025-06-27
26139.5,2025-06-30
26156.099609375,2025-07-01
26068.05078125,2025-07-02
26003.0,2025-07-03
26066.650390625,2025-07-04
26074.55078125,2025-07-07
26126.05078125,2025-07-08
26084.0,2025-07-09
25971.349609375,2025-07-10
25760.80078125,2025-07-11
25724.150390625,2025-07-14
25849.150390625,2025-07-15
25872.19921875,2025-07-16
25776.44921875,2025-07-17
25623.5,2025-07-18
25745.349609375,2025-07-21
25703.900390625,2025-07-22
25846.0,2025-07-23
25701.900390625,2025-07-24
25442.099609375,2025-07-25
25285.0,2025-07-28
25443.650390625,2025-07-29
25476.05078125,2025-07-30
25380.5,2025-07-31
25149.599609375,2025-08-01
25330.19921875,2025-08-04
25257.94921875,2025-08-05
25156.349609375,2025-08-06
25185.150390625,2025-08-07
24934.05078125,2025-08-08
25172.19921875,2025-08-11
25085.400390625,2025-08-12
25223.25,2025-08-13
25226.25,2025-08-14
25492.349609375,2025-08-18
25613.30078125,2025-08-19
25689.30078125,2025-08-20
25705.099609375,2025-08-21
25495.599609375,2025-08-22
25589.69921875,2025-08-25
25313.5,2025-08-26
25078.5,2025-08-28
25003.05078125,2025-08-29
25231.19921875,2025-09-01
25215.05078125,2025-09-02
25358.900390625,2025-09-03
25355.150390625,2025-09-04
25356.849609375,2025-09-05
25402.0,2025-09-08
25489.19921875,2025-09-09
25596.94921875,2025-09-10
25638.75,2025-09-11
25745.099609375,2025-09-12
25733.55078125,2025-09-15
25903.55078125,2025-09-16
25990.44921875,2025-09-17
26081.849609375,2025-09-18
26025.849609375,2025-09-19
25934.5,2025-09-22
25886.0,2025-09-23
25736.349609375,2025-09-24
25562.0,2025-09-25
25287.099609375,2025-09-26
25314.849609375,2025-09-29
25295.150390625,2025-09-30
25502.94921875,2025-10-01
25569.30078125,2025-10-03
25740.94921875,2025-10-06
25772.25,2025-10-07
25685.900390625,2025-10-08
25825.69921875,2025-10-09
25924.75,2025-10-10
25867.75,2025-10-13
25775.150390625,2025-10-14
25984.05078125,2025-10-15
26229.19921875,2025-10-16
26329.80078125,2025-10-17
26449.75,2025-10-20
26475.849609375,2025-10-21
26490.05078125,2025-10-23
26402.80078125,2025-10-24
26565.0,2025-10-27
26517.44921875,2025-10-28
26679.25,2025-10-29
26518.849609375,2025-10-30
26369.5,2025-10-31
26445.849609375,2025-11-03
26284.44921875,2025-11-04
26154.94921875,2025-11-06
26144.19921875,2025-11-07
26230.80078125,2025-11-10
26340.0,2025-11-11
26500.0,2025-11-12
26505.599609375,2025-11-13
26528.0,2025-11-14
26639.400390625,2025-11-17
