date,nav
07-08-2024,25349.00
06-08-2024,24940.75
05-08-2024,25043.05
02-08-2024,25771.90
01-08-2024,26057.80
31-07-2024,26025.60
30-07-2024,25914.10
29-07-2024,25901.95
26-07-2024,25841.90
25-07-2024,25407.50
24-07-2024,25389.00
23-07-2024,25419.60
22-07-2024,25490.40
19-07-2024,25450.85
18-07-2024,25784.80
16-07-2024,25679.10
15-07-2024,25696.05
12-07-2024,25577.30
11-07-2024,25433.75
10-07-2024,25425.65
09-07-2024,25515.10
08-07-2024,25393.55
05-07-2024,25391.25
04-07-2024,25342.55
03-07-2024,25306.90
02-07-2024,25120.10
01-07-2024,25155.70
28-06-2024,25007.25
27-06-2024,25026.55
26-06-2024,24867.15
25-06-2024,24757.80
24-06-2024,24621.60
21-06-2024,24555.50
20-06-2024,24649.85
19-06-2024,24599.90
18-06-2024,24683.55
14-06-2024,24571.65
13-06-2024,24449.50
12-06-2024,24348.80
11-06-2024,24271.05
10-06-2024,24271.15
07-06-2024,24266.05
06-06-2024,23806.95
05-06-2024,23550.75
04-06-2024,22739.60
03-06-2024,24344.20
31-05-2024,23518.05
30-05-2024,23466.30
29-05-2024,23687.70
28-05-2024,23873.90
27-05-2024,23959.85
24-05-2024,23980.10
23-05-2024,23982.35
22-05-2024,23633.90
21-05-2024,23569.90
18-05-2024,23508.60
17-05-2024,23444.30
16-05-2024,23343.55
15-05-2024,23133.85
14-05-2024,23118.20
13-05-2024,22956.35
10-05-2024,22909.10
09-05-2024,22790.20
08-05-2024,23166.00
07-05-2024,23103.75
06-05-2024,23297.75
03-05-2024,23382.75
02-05-2024,23541.30
30-04-2024,23436.50
29-04-2024,23443.80
26-04-2024,23232.10
25-04-2024,23329.80
24-04-2024,23167.80
23-04-2024,23116.00
22-04-2024,23078.90
19-04-2024,22859.80
18-04-2024,22740.20
16-04-2024,22870.30
15-04-2024,22967.10
12-04-2024,23254.90
10-04-2024,23474.70
09-04-2024,23348.90
08-04-2024,23380.30
05-04-2024,23240.55
04-04-2024,23206.00
03-04-2024,23136.60
02-04-2024,23138.55
01-04-2024,23107.15
28-03-2024,22920.70
27-03-2024,22698.50
26-03-2024,22601.35
22-03-2024,22633.80
21-03-2024,22538.90
20-03-2024,22307.75
19-03-2024,22274.65
18-03-2024,22541.15
15-03-2024,22494.70
14-03-2024,22623.70
13-03-2024,22399.00
12-03-2024,22840.90
11-03-2024,22895.45
07-03-2024,23036.05
06-03-2024,22988.35
05-03-2024,22900.65
04-03-2024,22944.80
02-03-2024,22915.70
01-03-2024,22862.05
29-02-2024,22526.30
28-02-2024,22457.65
27-02-2024,22722.30
26-02-2024,22667.75
23-02-2024,22734.30
22-02-2024,22725.40
21-02-2024,22547.60
20-02-2024,22685.65
19-02-2024,22618.25
16-02-2024,22540.90
15-02-2024,22405.55
14-02-2024,22313.40
13-02-2024,22181.60
12-02-2024,22042.10
09-02-2024,22247.55
08-02-2024,22202.75
07-02-2024,22363.70
06-02-2024,22299.30
05-02-2024,22113.40
02-02-2024,22199.00
01-02-2024,22039.60
31-01-2024,22051.55
30-01-2024,21846.20
29-01-2024,22041.60
25-01-2024,21666.50
24-01-2024,21746.00
23-01-2024,21506.80
20-01-2024,21880.50
19-01-2024,21916.00
18-01-2024,21730.10
17-01-2024,21839.95
16-01-2024,22274.60
15-01-2024,22338.75
12-01-2024,22159.25
11-01-2024,21942.15
10-01-2024,21885.80
09-01-2024,21815.15
08-01-2024,21770.75
05-01-2024,21974.60
04-01-2024,21934.40
03-01-2024,21771.40
02-01-2024,21865.25
01-01-2024,21934.70
29-12-2023,21918.80
28-12-2023,21931.75
27-12-2023,21815.45
26-12-2023,21617.05
22-12-2023,21508.85
21-12-2023,21402.15
20-12-2023,21267.35
19-12-2023,21622.95
18-12-2023,21585.25
15-12-2023,21595.50
14-12-2023,21364.30
13-12-2023,21099.60
12-12-2023,21058.25
11-12-2023,21161.70
08-12-2023,21107.20
07-12-2023,21076.35
06-12-2023,21074.15
05-12-2023,20949.25
04-12-2023,20757.95
01-12-2023,20339.45
30-11-2023,20201.00
29-11-2023,20136.20
28-11-2023,19938.40
24-11-2023,19812.10
23-11-2023,19819.40
22-11-2023,19818.90
21-11-2023,19806.40
20-11-2023,19730.70
17-11-2023,19773.45
16-11-2023,19785.85
15-11-2023,19698.40
13-11-2023,19475.70
12-11-2023,19544.45
10-11-2023,19444.80
09-11-2023,19413.80
08-11-2023,19470.10
07-11-2023,19416.80
06-11-2023,19399.10
03-11-2023,19222.10
02-11-2023,19107.25
01-11-2023,18942.30
31-10-2023,19035.35
30-10-2023,19080.85
27-10-2023,18996.10
26-10-2023,18780.60
25-10-2023,19034.40
23-10-2023,19189.10
20-10-2023,19468.40
19-10-2023,19562.30
18-10-2023,19611.35
17-10-2023,19758.90
16-10-2023,19680.65
13-10-2023,19691.70
12-10-2023,19728.10
11-10-2023,19736.80
10-10-2023,19616.55
09-10-2023,19428.90
06-10-2023,19584.45
05-10-2023,19476.05
04-10-2023,19376.25
03-10-2023,19492.70
29-09-2023,19577.05
28-09-2023,19451.65
27-09-2023,19654.95
26-09-2023,19606.05
25-09-2023,19606.85
22-09-2023,19614.20
21-09-2023,19674.80
20-09-2023,19832.60
18-09-2023,20056.15
15-09-2023,20108.40
14-09-2023,20024.80
13-09-2023,19977.80
12-09-2023,19905.20
11-09-2023,19970.80
08-09-2023,19789.30
07-09-2023,19690.50
06-09-2023,19578.25
05-09-2023,19531.20
04-09-2023,19485.50
01-09-2023,19382.95
31-08-2023,19204.80
30-08-2023,19307.50
29-08-2023,19291.25
28-08-2023,19243.65
25-08-2023,19193.90
24-08-2023,19323.35
23-08-2023,19362.55
22-08-2023,19325.45
21-08-2023,19303.40
18-08-2023,19209.35
17-08-2023,19264.60
16-08-2023,19358.05
14-08-2023,19330.80
11-08-2023,19359.00
10-08-2023,19463.10
09-08-2023,19554.75
08-08-2023,19497.45
07-08-2023,19521.85
04-08-2023,19448.75
03-08-2023,19310.90
02-08-2023,19447.10
01-08-2023,19659.85
31-07-2023,19679.35
28-07-2023,19580.65
27-07-2023,19566.70
26-07-2023,19662.00
25-07-2023,19566.90
24-07-2023,19540.45
21-07-2023,19602.60
20-07-2023,19811.90
19-07-2023,19690.70
18-07-2023,19605.85
17-07-2023,19584.80
14-07-2023,19454.00
13-07-2023,19304.85
12-07-2023,19293.70
11-07-2023,19333.60
10-07-2023,19239.80
07-07-2023,19233.60
06-07-2023,19397.10
05-07-2023,19297.95
04-07-2023,19270.55
03-07-2023,19223.85
30-06-2023,19099.55
28-06-2023,18901.20
27-06-2023,18751.30
26-06-2023,18632.75
23-06-2023,18595.75
22-06-2023,18722.70
21-06-2023,18827.80
20-06-2023,18794.60
19-06-2023,18732.80
16-06-2023,18798.55
15-06-2023,18653.60
14-06-2023,18705.25
13-06-2023,18668.00
12-06-2023,18545.80
09-06-2023,18502.10
08-06-2023,18562.95
07-06-2023,18659.65
06-06-2023,18527.85
05-06-2023,18513.85
02-06-2023,18457.00
01-06-2023,18405.70
31-05-2023,18438.30
30-05-2023,18516.95
29-05-2023,18490.25
26-05-2023,18393.05
25-05-2023,18213.60
24-05-2023,18170.00
23-05-2023,18219.80
22-05-2023,18180.90
19-05-2023,18060.35
18-05-2023,17985.75
17-05-2023,18056.70
16-05-2023,18162.25
15-05-2023,18258.10
12-05-2023,18181.95
11-05-2023,18174.25
10-05-2023,18170.85
09-05-2023,18114.05
08-05-2023,18118.50
05-05-2023,17939.25
04-05-2023,18099.75
03-05-2023,17941.10
02-05-2023,17989.30
28-04-2023,17903.95
27-04-2023,17739.95
26-04-2023,17645.55
25-04-2023,17600.05
24-04-2023,17564.40
21-04-2023,17455.25
20-04-2023,17459.85
19-04-2023,17455.45
18-04-2023,17510.85
17-04-2023,17543.45
13-04-2023,17635.15
12-04-2023,17626.90
11-04-2023,17540.80
10-04-2023,17446.30
06-04-2023,17414.65
05-04-2023,17373.95
03-04-2023,17224.75
31-03-2023,17186.15
29-03-2023,16918.05
28-03-2023,16795.35
27-03-2023,16849.30
24-03-2023,16831.80
23-03-2023,16958.15
22-03-2023,17026.20
21-03-2023,16970.50
20-03-2023,16852.90
17-03-2023,16964.80
16-03-2023,16852.25
15-03-2023,16825.05
14-03-2023,16887.05
13-03-2023,16997.30
10-03-2023,17244.30
09-03-2023,17398.30
08-03-2023,17552.95
06-03-2023,17506.30
03-03-2023,17385.95
02-03-2023,17129.65
01-03-2023,17238.45
28-02-2023,17083.80
27-02-2023,17156.15
24-02-2023,17242.15
23-02-2023,17286.30
22-02-2023,17335.00
21-02-2023,17604.40
20-02-2023,17626.90
17-02-2023,17721.05
16-02-2023,17814.90
15-02-2023,17786.90
14-02-2023,17702.35
13-02-2023,17575.15
10-02-2023,17685.45
09-02-2023,17723.85
08-02-2023,17719.85
07-02-2023,17569.70
06-02-2023,17611.45
03-02-2023,17687.35
02-02-2023,17490.30
01-02-2023,17516.15
31-01-2023,17601.00
30-01-2023,17571.85
27-01-2023,17594.50
25-01-2023,17974.35
24-01-2023,18245.35
23-01-2023,18249.35
20-01-2023,18169.45
19-01-2023,18244.75
18-01-2023,18307.40
17-01-2023,18216.40
16-01-2023,18074.20
13-01-2023,18126.25
12-01-2023,18028.30
11-01-2023,18054.30
10-01-2023,18081.00
09-01-2023,18248.55
06-01-2023,18013.95
05-01-2023,18150.00
04-01-2023,18173.45
03-01-2023,18376.50
02-01-2023,18334.30
30-12-2022,18258.75
29-12-2022,18343.60
28-12-2022,18270.95
27-12-2022,18263.55
26-12-2022,18134.60
23-12-2022,17888.05
22-12-2022,18277.85
21-12-2022,18361.15
20-12-2022,18570.40
19-12-2022,18604.50
16-12-2022,18446.30
15-12-2022,18604.45
14-12-2022,18837.25
13-12-2022,18781.65
12-12-2022,18690.80
09-12-2022,18687.65
08-12-2022,18802.00
07-12-2022,18754.00
06-12-2022,18821.55
05-12-2022,18867.65
02-12-2022,18870.25
01-12-2022,18973.05
30-11-2022,18919.55
29-11-2022,18758.35
28-11-2022,18696.75
25-11-2022,18652.05
24-11-2022,18627.25
23-11-2022,18433.80
22-11-2022,18407.50
21-11-2022,18334.65
18-11-2022,18483.20
17-11-2022,18532.45
16-11-2022,18615.50
15-11-2022,18635.40
14-11-2022,18568.40
11-11-2022,18573.35
10-11-2022,18267.10
09-11-2022,18406.25
07-11-2022,18450.15
04-11-2022,18361.45
03-11-2022,18297.40
02-11-2022,18322.40
01-11-2022,18383.20
31-10-2022,18243.40
28-10-2022,18017.20
27-10-2022,17989.00
25-10-2022,17887.40
24-10-2022,17951.30
21-10-2022,17808.80
20-10-2022,17829.45
19-10-2022,17756.25
18-10-2022,17741.20
17-10-2022,17560.50
14-10-2022,17432.55
13-10-2022,17302.15
12-10-2022,17423.40
11-10-2022,17285.85
10-10-2022,17553.15
07-10-2022,17641.45
06-10-2022,17662.80
04-10-2022,17589.30
03-10-2022,17190.90
30-09-2022,17438.60
29-09-2022,17167.75
28-09-2022,17219.55
27-09-2022,17366.40
26-09-2022,17374.80
23-09-2022,17718.45
22-09-2022,18030.40
21-09-2022,18091.90
20-09-2022,18222.10
19-09-2022,18025.25
16-09-2022,17938.10
15-09-2022,18316.90
14-09-2022,18405.60
13-09-2022,18453.70
12-09-2022,18319.80
09-09-2022,18198.10
08-09-2022,18168.85
07-09-2022,18008.10
06-09-2022,18031.30
05-09-2022,18021.65
02-09-2022,17916.00
01-09-2022,17924.30
30-08-2022,18112.40
29-08-2022,17666.45
26-08-2022,17893.80
25-08-2022,17847.65
24-08-2022,17917.30
23-08-2022,17878.40
22-08-2022,17792.45
19-08-2022,18071.10
18-08-2022,18264.40
17-08-2022,18235.55
16-08-2022,18107.25
12-08-2022,17956.80
11-08-2022,17913.95
10-08-2022,17784.90
08-08-2022,17784.80
05-08-2022,17655.50
04-08-2022,17652.95
03-08-2022,17646.00
02-08-2022,17618.25
01-08-2022,17598.80
29-07-2022,17400.75
28-07-2022,17169.70
27-07-2022,16889.55
26-07-2022,16733.30
25-07-2022,16892.10
22-07-2022,16970.70
21-07-2022,16881.70
20-07-2022,16773.70
19-07-2022,16614.05
18-07-2022,16548.15
15-07-2022,16317.20
14-07-2022,16213.05
13-07-2022,16237.25
12-07-2022,16323.50
11-07-2022,16465.10
08-07-2022,16424.00
07-07-2022,16339.10
06-07-2022,16196.25
05-07-2022,16001.60
04-07-2022,16018.15
01-07-2022,15925.95
30-06-2022,15929.40
29-06-2022,15952.75
28-06-2022,16008.85
27-06-2022,15990.30
24-06-2022,15858.30
23-06-2022,15704.80
22-06-2022,15555.30
21-06-2022,15793.15
20-06-2022,15481.95
17-06-2022,15445.80
16-06-2022,15543.35
15-06-2022,15874.90
14-06-2022,15905.60
13-06-2022,15936.05
10-06-2022,16353.50
09-06-2022,16616.40
08-06-2022,16492.20
07-06-2022,16550.70
06-06-2022,16701.20
03-06-2022,16721.50
02-06-2022,16794.75
01-06-2022,16688.95
31-05-2022,16767.50
30-05-2022,16838.15
27-05-2022,16516.80
26-05-2022,16341.90
25-05-2022,16187.15
24-05-2022,16312.30
23-05-2022,16409.75
20-05-2022,16476.70
19-05-2022,16047.35
18-05-2022,16485.80
17-05-2022,16498.50
16-05-2022,16079.00
13-05-2022,15986.50
12-05-2022,16023.90
11-05-2022,16399.70
10-05-2022,16466.25
09-05-2022,16581.80
06-05-2022,16729.55
05-05-2022,17016.60
04-05-2022,17004.05
02-05-2022,17419.45
29-04-2022,17457.20
28-04-2022,17615.40
27-04-2022,17398.55
26-04-2022,17577.80
25-04-2022,17300.35
22-04-2022,17541.10
21-04-2022,17750.20
20-04-2022,17496.65
19-04-2022,17330.40
18-04-2022,17565.95
13-04-2022,17835.20
12-04-2022,17877.55
11-04-2022,18032.40
08-04-2022,18089.30
07-04-2022,17920.80
06-04-2022,18075.10
05-04-2022,18195.10
04-04-2022,18256.10
01-04-2022,17879.50
31-03-2022,17660.35
30-03-2022,17684.30
29-03-2022,17523.60
28-03-2022,17422.15
25-03-2022,17370.50
24-03-2022,17429.95
23-03-2022,17446.05
22-03-2022,17499.20
21-03-2022,17323.65
17-03-2022,17505.40
16-03-2022,17198.00
15-03-2022,16873.45
14-03-2022,17076.60
11-03-2022,16877.70
10-03-2022,16835.50
09-03-2022,16571.55
08-03-2022,16251.65
07-03-2022,16086.95
04-03-2022,16482.85
03-03-2022,16761.60
02-03-2022,16855.70
28-02-2022,17016.55
25-02-2022,16872.35
24-02-2022,16428.05
23-02-2022,17273.45
22-02-2022,17276.50
21-02-2022,17379.10
18-02-2022,17472.90
17-02-2022,17524.45
16-02-2022,17530.65
15-02-2022,17560.55
14-02-2022,17060.70
11-02-2022,17606.60
10-02-2022,17842.90
09-02-2022,17707.85
08-02-2022,17509.80
07-02-2022,17477.65
04-02-2022,17755.30
03-02-2022,17794.70
02-02-2022,17998.75
01-02-2022,17796.25
31-01-2022,17547.40
28-01-2022,17314.70
27-01-2022,17302.35
25-01-2022,17489.15
24-01-2022,17353.45
21-01-2022,17856.15
20-01-2022,18021.10
19-01-2022,18179.70
18-01-2022,18331.70
17-01-2022,18543.20
14-01-2022,18485.70
13-01-2022,18482.45
12-01-2022,18430.25
11-01-2022,18275.15
10-01-2022,18229.10
07-01-2022,18053.95
06-01-2022,17985.60
05-01-2022,18147.50
04-01-2022,18030.95
03-01-2022,17874.00
31-12-2021,17618.80
30-12-2021,17449.30
29-12-2021,17478.80
28-12-2021,17501.75
27-12-2021,17351.80
24-12-2021,17273.65
23-12-2021,17360.65
22-12-2021,17232.80
21-12-2021,17037.75
20-12-2021,16856.20
17-12-2021,17249.00
16-12-2021,17539.30
15-12-2021,17526.35
14-12-2021,17637.70
13-12-2021,17664.85
10-12-2021,17802.60
09-12-2021,17797.80
08-12-2021,17751.90
07-12-2021,17464.95
06-12-2021,17197.50
03-12-2021,17493.70
02-12-2021,17675.00
01-12-2021,17444.45
30-11-2021,17270.25
29-11-2021,17339.15
26-11-2021,17340.50
25-11-2021,17861.65
24-11-2021,17733.00
23-11-2021,17823.50
22-11-2021,17708.55
18-11-2021,18059.50
17-11-2021,18211.35
16-11-2021,18301.45
15-11-2021,18401.65
12-11-2021,18389.50
11-11-2021,18156.80
10-11-2021,18291.75
09-11-2021,18309.05
08-11-2021,18320.65
04-11-2021,18156.15
03-11-2021,18066.95
02-11-2021,18101.00
01-11-2021,18134.60
29-10-2021,17880.80
28-10-2021,18028.10
27-10-2021,18390.05
26-10-2021,18425.15
25-10-2021,18272.40
22-10-2021,18285.15
21-10-2021,18374.10
20-10-2021,18467.75
19-10-2021,18646.15
18-10-2021,18734.90
14-10-2021,18610.35
13-10-2021,18433.20
12-10-2021,18258.85
11-10-2021,18198.90
08-10-2021,18141.70
07-10-2021,18058.00
06-10-2021,17905.85
05-10-2021,18082.80
04-10-2021,17956.75
01-10-2021,17778.55
30-09-2021,17845.10
29-09-2021,17926.05
28-09-2021,17973.15
27-09-2021,18085.55
24-09-2021,18090.20
23-09-2021,18085.80
22-09-2021,17817.70
21-09-2021,17817.95
20-09-2021,17654.10
17-09-2021,17864.55
16-09-2021,17925.05
15-09-2021,17809.50
14-09-2021,17678.45
13-09-2021,17648.60
09-09-2021,17652.90
08-09-2021,17626.20
07-09-2021,17618.70
06-09-2021,17641.00
03-09-2021,17597.45
02-09-2021,17504.60
01-09-2021,17343.30
31-08-2021,17373.10
30-08-2021,17164.20
27-08-2021,16930.85
26-08-2021,16841.60
25-08-2021,16830.10
24-08-2021,16808.00
23-08-2021,16673.35
20-08-2021,16642.15
18-08-2021,16778.80
17-08-2021,16805.15
16-08-2021,16748.00
13-08-2021,16716.15
12-08-2021,16569.30
11-08-2021,16490.15
10-08-2021,16493.85
09-08-2021,16483.45
06-08-2021,16476.55
05-08-2021,16520.50
04-08-2021,16494.55
03-08-2021,16399.95
02-08-2021,16166.95
30-07-2021,16040.15
29-07-2021,16045.20
28-07-2021,15983.90
27-07-2021,16011.05
26-07-2021,16094.20
23-07-2021,16119.10
22-07-2021,16094.25
20-07-2021,15886.25
19-07-2021,16006.90
16-07-2021,16172.05
15-07-2021,16160.20
14-07-2021,16091.50
13-07-2021,16055.60
12-07-2021,15955.95
09-07-2021,15952.40
08-07-2021,15981.95
07-07-2021,16117.40
06-07-2021,16054.90
05-07-2021,16066.90
02-07-2021,15957.10
01-07-2021,15928.10
30-06-2021,15959.40
29-06-2021,15992.10
28-06-2021,16055.20
25-06-2021,16087.20
24-06-2021,16011.55
23-06-2021,15933.15
22-06-2021,16026.95
21-06-2021,15991.25
18-06-2021,15915.55
17-06-2021,15936.20
16-06-2021,16025.55
15-06-2021,16136.65
14-06-2021,16079.70
11-06-2021,16079.60
10-06-2021,16021.50
09-06-2021,15904.75
08-06-2021,16017.20
07-06-2021,16018.60
04-06-2021,15945.85
03-06-2021,15952.65
02-06-2021,15832.20
01-06-2021,15789.40
31-05-2021,15798.70
28-05-2021,15650.35
27-05-2021,15564.35
26-05-2021,15522.35
25-05-2021,15445.60
24-05-2021,15445.20
21-05-2021,15408.55
20-05-2021,15164.45
19-05-2021,15272.55
18-05-2021,15325.00
17-05-2021,15134.15
14-05-2021,14893.20
12-05-2021,14940.00
11-05-2021,15071.40
10-05-2021,15146.65
07-05-2021,15021.65
06-05-2021,14928.60
05-05-2021,14823.20
04-05-2021,14683.70
03-05-2021,14811.20
30-04-2021,14790.60
29-04-2021,15029.95
28-04-2021,15004.65
27-04-2021,14807.75
26-04-2021,14645.90
23-04-2021,14510.95
22-04-2021,14564.25
20-04-2021,14466.80
19-04-2021,14512.85
16-04-2021,14773.20
15-04-2021,14719.25
13-04-2021,14639.40
12-04-2021,14450.05
09-04-2021,15004.15
08-04-2021,15036.15
07-04-2021,14973.95
06-04-2021,14836.25
05-04-2021,14775.70
01-04-2021,14993.05
31-03-2021,14807.45
30-03-2021,14936.05
26-03-2021,14633.50
25-03-2021,14450.55
24-03-2021,14690.05
23-03-2021,14952.10
22-03-2021,14859.70
19-03-2021,14847.25
18-03-2021,14662.50
17-03-2021,14828.85
16-03-2021,15033.30
15-03-2021,15040.85
12-03-2021,15140.15
10-03-2021,15284.85
09-03-2021,15206.00
08-03-2021,15096.85
05-03-2021,15084.35
04-03-2021,15238.75
03-03-2021,15379.50
02-03-2021,15061.60
01-03-2021,14889.65
26-02-2021,14667.60
25-02-2021,15209.00
24-02-2021,15094.85
23-02-2021,14844.25
22-02-2021,14802.45
19-02-2021,15102.65
18-02-2021,15249.50
17-02-2021,15318.50
16-02-2021,15406.00
15-02-2021,15399.20
12-02-2021,15245.75
11-02-2021,15249.65
10-02-2021,15176.40
09-02-2021,15171.25
08-02-2021,15177.95
05-02-2021,14988.95
04-02-2021,14977.15
03-02-2021,14854.00
02-02-2021,14720.55
01-02-2021,14361.65
29-01-2021,13743.30
28-01-2021,13947.25
27-01-2021,14085.85
25-01-2021,14348.45
22-01-2021,14479.60
21-01-2021,14686.55
20-01-2021,14751.30
19-01-2021,14632.20
18-01-2021,14390.05
15-01-2021,14558.80
14-01-2021,14731.15
13-01-2021,14694.95
12-01-2021,14705.50
11-01-2021,14642.05
08-01-2021,14514.35
07-01-2021,14305.50
06-01-2021,14305.65
05-01-2021,14355.90
04-01-2021,14267.05
01-01-2021,14137.55
31-12-2020,14090.75
30-12-2020,14088.45
29-12-2020,14037.65
28-12-2020,13986.70
24-12-2020,13862.10
23-12-2020,13725.55
22-12-2020,13577.35
21-12-2020,13431.30
18-12-2020,13872.80
17-12-2020,13852.55
16-12-2020,13808.05
15-12-2020,13697.70
14-12-2020,13693.20
11-12-2020,13647.90
10-12-2020,13612.35
09-12-2020,13649.60
08-12-2020,13529.85
07-12-2020,13497.85
04-12-2020,13396.50
03-12-2020,13280.50
02-12-2020,13244.35
01-12-2020,13225.70
27-11-2020,13080.30
26-11-2020,13087.75
25-11-2020,12959.80
24-11-2020,13158.30
23-11-2020,13036.65
20-11-2020,12962.45
19-11-2020,12864.85
18-11-2020,13022.75
17-11-2020,12960.90
14-11-2020,12864.60
13-11-2020,12804.25
12-11-2020,12764.05
11-11-2020,12805.60
10-11-2020,12683.35
09-11-2020,12545.45
06-11-2020,12349.15
05-11-2020,12217.90
04-11-2020,12007.10
03-11-2020,11913.35
02-11-2020,11777.85
30-10-2020,11748.95
29-10-2020,11774.40
28-10-2020,11819.05
27-10-2020,11971.90
26-10-2020,11842.70
23-10-2020,12006.10
22-10-2020,11971.80
21-10-2020,12009.00
20-10-2020,11976.85
19-10-2020,11952.90
16-10-2020,11843.35
15-10-2020,11758.20
14-10-2020,12039.05
13-10-2020,11995.70
12-10-2020,11999.05
09-10-2020,11990.70
08-10-2020,11925.40
07-10-2020,11833.90
06-10-2020,11770.75
05-10-2020,11625.60
01-10-2020,11545.90
30-09-2020,11385.20
29-09-2020,11353.65
28-09-2020,11365.25
25-09-2020,11176.30
24-09-2020,10922.25
23-09-2020,11241.60
22-09-2020,11264.55
21-09-2020,11367.25
18-09-2020,11640.20
17-09-2020,11646.15
16-09-2020,11732.70
15-09-2020,11652.85
14-09-2020,11566.45
11-09-2020,11589.65
10-09-2020,11562.65
09-09-2020,11397.95
08-09-2020,11434.90
07-09-2020,11478.40
04-09-2020,11464.95
03-09-2020,11663.35
02-09-2020,11660.60
01-09-2020,11586.60
31-08-2020,11496.05
28-08-2020,11791.50
27-08-2020,11709.45
26-08-2020,11694.35
25-08-2020,11625.60
24-08-2020,11619.15
21-08-2020,11535.80
20-08-2020,11479.00
19-08-2020,11564.50
18-08-2020,11541.95
17-08-2020,11402.85
14-08-2020,11337.55
13-08-2020,11458.90
12-08-2020,11458.25
11-08-2020,11471.25
10-08-2020,11433.00
07-08-2020,11361.40
06-08-2020,11345.45
05-08-2020,11248.40
04-08-2020,11244.10
03-08-2020,11056.00
31-07-2020,11222.95
30-07-2020,11231.30
29-07-2020,11310.85
28-07-2020,11388.40
27-07-2020,11231.30
24-07-2020,11297.75
23-07-2020,11334.30
22-07-2020,11249.45
21-07-2020,11283.90
20-07-2020,11159.45
17-07-2020,11045.85
16-07-2020,10879.90
15-07-2020,10769.60
14-07-2020,10768.60
13-07-2020,10953.75
10-07-2020,10919.70
09-07-2020,10962.70
08-07-2020,10870.95
07-07-2020,10958.00
06-07-2020,10919.25
03-07-2020,10776.30
02-07-2020,10716.10
01-07-2020,10598.90
30-06-2020,10486.90
29-06-2020,10496.85
26-06-2020,10570.95
25-06-2020,10486.55
24-06-2020,10499.90
23-06-2020,10660.80
22-06-2020,10494.35
19-06-2020,10407.75
18-06-2020,10258.15
17-06-2020,10069.75
16-06-2020,10097.35
15-06-2020,10005.80
12-06-2020,10158.30
11-06-2020,10082.10
10-06-2020,10291.70
09-06-2020,10231.25
08-06-2020,10346.70
05-06-2020,10324.15
04-06-2020,10198.00
03-06-2020,10220.25
02-06-2020,10139.75
01-06-2020,9996.40
29-05-2020,9759.45
28-05-2020,9648.20
27-05-2020,9471.60
26-05-2020,9219.60
22-05-2020,9226.80
21-05-2020,9299.80
20-05-2020,9249.15
19-05-2020,9060.15
18-05-2020,9004.40
15-05-2020,9320.60
14-05-2020,9333.10
13-05-2020,9552.65
12-05-2020,9372.25
11-05-2020,9411.70
08-05-2020,9408.65
07-05-2020,9351.45
06-05-2020,9428.55
05-05-2020,9358.90
04-05-2020,9454.05
30-04-2020,10006.90
29-04-2020,9710.70
28-04-2020,9545.05
27-04-2020,9462.15
24-04-2020,9323.70
23-04-2020,9486.70
22-04-2020,9372.30
21-04-2020,9175.65
20-04-2020,9442.60
17-04-2020,9453.50
16-04-2020,9197.10
15-04-2020,9128.25
13-04-2020,9177.70
09-04-2020,9282.85
08-04-2020,8921.30
07-04-2020,8934.60
03-04-2020,8240.20
01-04-2020,8404.15
31-03-2020,8731.15
30-03-2020,8405.30
27-03-2020,8747.05
26-03-2020,8732.10
25-03-2020,8388.20
24-03-2020,7897.40
23-03-2020,7719.10
20-03-2020,8852.05
19-03-2020,8388.70
18-03-2020,8607.95
17-03-2020,9105.40
16-03-2020,9316.95
13-03-2020,10050.25
12-03-2020,9693.95
11-03-2020,10578.00
09-03-2020,10583.05
06-03-2020,11119.65
05-03-2020,11397.90
04-03-2020,11372.85
03-03-2020,11430.85
02-03-2020,11251.55
28-02-2020,11316.30
27-02-2020,11746.85
26-02-2020,11790.10
25-02-2020,11917.30
24-02-2020,11957.00
20-02-2020,12211.30
19-02-2020,12248.20
18-02-2020,12098.90
17-02-2020,12152.00
14-02-2020,12230.45
13-02-2020,12301.75
12-02-2020,12327.70
11-02-2020,12246.20
10-02-2020,12185.35
07-02-2020,12249.25
06-02-2020,12273.70
05-02-2020,12212.00
04-02-2020,12091.00
03-02-2020,11820.30
01-02-2020,11768.90
31-01-2020,12086.90
30-01-2020,12165.40
29-01-2020,12276.95
28-01-2020,12203.20
27-01-2020,12262.65
24-01-2020,12386.95
23-01-2020,12312.90
22-01-2020,12230.85
21-01-2020,12287.25
20-01-2020,12343.20
17-01-2020,12471.15
16-01-2020,12470.60
15-01-2020,12458.85
14-01-2020,12468.55
13-01-2020,12436.45
10-01-2020,12359.70
09-01-2020,12319.70
08-01-2020,12131.45
07-01-2020,12154.95
06-01-2020,12090.60
03-01-2020,12328.60
02-01-2020,12380.50
01-01-2020,12279.05
31-12-2019,12267.75
30-12-2019,12354.25
27-12-2019,12344.60
26-12-2019,12229.15
24-12-2019,12312.10
23-12-2019,12354.95
20-12-2019,12363.40
19-12-2019,12343.85
18-12-2019,12304.25
17-12-2019,12248.95
16-12-2019,12144.85
13-12-2019,12182.70
12-12-2019,12065.85
11-12-2019,11999.95
10-12-2019,11945.80
09-12-2019,12033.30
06-12-2019,12024.95
05-12-2019,12126.50
04-12-2019,12160.85
03-12-2019,12115.80
02-12-2019,12175.15
29-11-2019,12182.60
